Person,Surname,Given,Call,Suffix,Prefix,Title,Gender,Birth date,Birth place,Birth source,Baptism date,Baptism place,Baptism source,Death date,Death place,Death source,Burial date,Burial place,Burial source,Note
[I1663],,Valdemar,,,,,male,1858,,,,,,1939,,,,,,
[I1567],,Vassily,,,,,male,1907,,,,,,,,,,,,
[I2904],,Victor,,,,,male,1862,,,,,,1926,,,,,,
[I2129],,Victor Amadeus_II,,,,,male,1666,,,,,,1732,,,,,,
[I2728],,Victor Edmund Lennart,,,,,male,1980-09-10,,,,,,,,,,,,
[I0074],,Victoria,,,,,female,1866,,,,,,1929,,,,,,
[I0003],,Victoria Adelaide Mary,,,,,female,1840-11-21,[P0006],,,,,1901-08-05,[P0008],,,[P0009],,
[I0038],,Victoria Alberta of_Hesse,,,,,female,1863,,,,,,1950,,,,,,
[I0016],,Victoria Alexandra Olga,,,,,female,1868-07-06,[P0025],,,,,1935-12-03,[P0027],,,,,
[I0027],,"Victoria Eugenie ""Ena""",,,,,female,1887,,,,,,1969,[P0036],,,,,
[I2446],,Victoria Ingrid Alice,,,,,female,1977-07-14,,,,,,,,,,,,
[I0426],,Victoria Louise of_Prussia,,,,,female,1892,,,,,,1980,,,,,,
[I0138],,Victoria Mary Louisa,,,,,female,1786-08-17,[P0109],,,,,1861-03-16,[P0110],,,,,
[I0097],,Victoria Melita of_Edinburgh,,,,,female,1876,[P0085],,,,,1936,,,,,,
[I0457],,Victoria of_Baden,,,,,female,1862-08-07,[P0209],,,,,1930-04-04,[P0210],,,[P0094],,
[I0407],,Victoria of_Schleswig- Holstein,,,,,female,,,,,,,,,,,,,
[I0938],,Viktoria,,,,,female,1982,,,,,,,,,,,,
[I0075],,Waldemar,,,,,male,1868,,,,,,1879,,,,,,
[I0080],,Waldemar,,,,,male,1889,,,,,,1945,,,,,,
[I2591],,Waldrada,,,,,female,,,,,,,,,,,,,
[I1458],,Walter,,,,,male,,,,,,,,,,,,,
[I1771],,Waltheof of Northumberland,,,,,male,,,,,,,,,,,,,
[I1998],,Wig,,,,,male,,,,,,,,,,,,,
[I2021],,Wihtgar Isle_of_Wight,,,,,male,,,,,,,544,,,,,,
[I0578],,Wilhelm of_Nassau,,,,,male,,,,,,,,,,,,,
[I0559],,Wilhelmina,,,,,female,1774-11-18,[P0091],,,,,1837-10-12,[P0176],,,,,
[I0651],,Wilhelmina,,,,,female,1751,,,,,,1820,,,,,,
[I0350],,Wilhelmina of_Baden,,,,,female,1788,,,,,,1836,,,,,,
[I0657],,Wilhelmina of_Netherlands,,,,,female,1880-08-31,[P0249],,,,,1962-11-28,[P0252],,,,,
[I0571],,Wilhelmine,,,,,female,1751,,,,,,1820,,,,,,
[I1650],,Wilhelmine,,,,,female,1808-01-18,[P0582],,,,,1891-05-30,[P0585],,,,,
[I2231],,Willaim_I the_Lion,,,,,male,,,,,,,,,,,,,
[I0420],,William,,,,,male,1882,,,,,,1951/1952,,,,,,
[I0498],,William,,,,,male,about 1845,,,,,,1900,,,,,,
[I0519],,William,,,,,male,1906,,,,,,1940,,,,,,
[I0563],,William,,,,,male,1783,,,,,,1851,,,,,,
[I1289],,William,,,,,male,about 1256,,,,,,about 1256,,,,,,
[I1373],,William,,,,,male,1152-08-17,[P0503],,,,,about 1156-04-00,[P0504],,,,,
[I1394],,William,,,,,male,before 1103-08-05,[P0468],,,,,1120-11-25,,,,,,
[I1408],,William,,,,,male,1884,,,,,,1965,,,,,,
[I1678],,William,,,,,male,1840,,,,,,1879,,,,,,
[I1683],,William,,,,,male,1836,,,,,,1846,,,,,,
[I1861],,William,,,,,male,,,,,,,,,,,,,
[I1867],,William,,,,,male,1136,,,,,,1164,,,,,,
[I2855],,William,,,,,male,1687,,,,,,1705,,,,,,
[I1208],,William Alexander,,,,,male,1967,,,,,,,,,,,,
[I0629],,William Alexander of_Hamilton,,,,,male,,,,,,,,,,,,,
[I1853],,William Clito of_Flanders,,,,,male,,,,,,,1128,,,,,,
[I0290],,William Frederick of_Gloucester,,,,,male,1776,,,,,,1834,,,,,,
[I2164],,William Kemp,,,,,male,,,,,,,,,,,,,
[I1885],,William de_Fauquemont of_Montjoye,,,,,male,,,,,,,,,,,,,
[I1870],,William de_Warenne,,,,,male,,,,,,,,,,,,,
[I1402],,William of_Boulogne,,,,,male,about 1134,,,,,,1159-10-11,[P0534],,,,,
[I0698],,William of_Gloucester,,,,,male,1689-07-24,[P0260],,,,,1700-07-30,[P0004],,,,,
[I1877],,William of_Gloucester,,,,,male,,,,,,,,,,,,,
[I2057],,William of_Hainault,,,,,male,,,,,,,,,,,,,
[I1234],,William of_Hatfield,,,,,male,before 1337-02-16,[P0434],,,,,before 1337-07-08,,,,,,
[I0298],,William of_Hesse-Cassel,,,,,male,1787,,,,,,1867,,,,,,
[I2622],,William of_Prussia,,,,,male,,,,,,,,,,,,,
[I1685],,William of_Wied,,,,,male,1845,,,,,,1907,,,,,,
[I1241],,William of_Windsor,,,,,male,1348-06-24,[P0004],,,,,1348-09-00,,,,,,
[I2467],,William_I,,,,,male,1120,,,,,,1166,,,,,,
[I0412],,William_I of_Germany,,,,,male,1797-03-22,[P0031],,,,,1888-03-09,[P0031],,,,,
[I2853],,William_I of_Hesse-Cassel,,,,,male,1743,,,,,,1821,,,,,,
[I0565],,William_I of_Netherlands,,,,,male,1772-08-24,[P0228],,,,,1843-12-12,[P0031],,,,,
[I1380],,William_I the_Conqueror,,,,,male,1027/1028,[P0512],,,,,1087-09-07,[P0513],,,[P0514],,
[I0021],,William_II,,,,,male,1859-01-27,[P0031],,,,,1941-06-04,[P0032],,,,,
[I1384],,William_II Rufus,,,,,male,1056/1060,[P0518],,,,,1100-08-02,[P0520],,,[P0521],,
[I0566],,William_II of_Hesse,,,,,male,,,,,,,,,,,,,
[I0652],,William_II of_Netherlands,,,,,male,1792-12-06,[P0249],,,,,1849-03-17,[P0250],,,,,
[I0750],,William_II of_Orange,,,,,male,1626,,,,,,1650,,,,,,
[I1557],,William_II the_Good,,,,,male,1166,,,,,,1189-11-18,,,,,,
[I0655],,William_III of_Netherlands,,,,,male,1817-02-19,[P0235],,,,,1890-11-23,[P0252],,,,,
[I0618],,William_IV of_Orange,,,,,male,1711,,,,,,1751,,,,,,
[I1736],,William_IX of_Hesse-Cassel,,,,,male,,,,,,,,,,,,,
[I0573],,William_V of_Orange,,,,,male,,,,,,,,,,,,,
[I0650],,William_V of_Orange,,,,,male,1748,,,,,,1806,,,,,,
[I1868],,William_X of_Aquitaine,,,,,male,1099,,,,,,1137,,,,,,
[I2003],,Woden,,,,,male,,,,,,,,,,,,,
[I1761],,Wulfhilda,,,,,female,,,,,,,,,,,,,
[I2661],,Xenia,,,,,female,,,,,,,1631,,,,,,
[I1319],,Yekaterina of_Mecklenburg,,,,,female,,,,,,,,,,,,,
[I1297],,Yelizaveta Alekseyevna of_Baden,,,,,female,,,,,,,,,,,,,
[I1305],,Yevdokiya Lopukhina,,,,,female,,,,,,,,,,,,,
[I1896],,Yolande,,,,,female,,,,,,,,,,,,,
[I2539],,Yolande of_Aragon,,,,,female,,,,,,,,,,,,,
[I0676],,Zog_I of_Albania,,,,,male,,,,,,,,,,,,,
[I2531],,Zorka of_Montenegro,,,,,female,,,,,,,about 1889,,,,,,
[I2596],,Zwentibold,,,,,male,,,,,,,900,,,,,,
[I2509],,of_Angouleme,,,,,unknown,1775,,,,,,,,,,,,
[I2510],,of_Berry,,,,,male,1778,,,,,,,,,,,,
[I2269],,of_Burgandy,,,,,male,,,,,,,,,,,,,
[I2151],,of_Dalhousie XIII,,,,,male,,,,,,,,,,,,,
[I2161],,of_Lodesborough,,,,,male,,,,,,,,,,,,,
[I2160],,of_Mount_Temple,,,,,male,,,,,,,,,,,,,
[I1726],,of_Schomberg,,,,,male,,,,,,,,,,,,,
[I2148],Albertin,Elizabeth of_Saxe- Hildburghausen,,,,,female,,,,,,,,,,,,,
[I1056],Alcaz,Euphrosine,,,,,female,,,,,,,,,,,,,
[I2713],Ambler,John Kenneth,,,,,male,1924-06-06,,,,,,,,,,,,
[I1066],Argyropoulos,Maria,,,,,female,,,,,,,,,,,,,
[I0054],Armstrong-Jones,Anthony Charles Robert,,,,,male,1930-03-07,,,,,,,,,,,,
[I0055],Armstrong-Jones,David Albert Charles,,,,,male,1961-11-03,,,,,,,,,,,,
[I2978],Armstrong-Jones,Frances,,,,,female,1979-07-17,,,,,,,,,,,,
[I0056],Armstrong-Jones,Sarah Frances Elizabeth,,,,,female,1964-05-01,,,,,,,,,,,,
[I2226],Arnasson,Finn,,,,,male,,,,,,,,,,,,,
[I0494],Ashley,Edwina,,,,,female,1901,,,,,,1960,,,,,,
[I2044],Atheling,Oswald,,,,,male,,,,,,,729,,,,,,
[I1547],Athling,Edgar,,,,,male,,,,,,,,,,,,,
[I1545],Athling,Edward,,,,,male,about 1016,,,,,,1057,,,,,,
[I2325],Audley,Margaret,,,,,female,,,,,,,1563,,,,,,
[I2371],Audley,Margaret,,,,,female,,,,,,,1563,,,,,,
[I1132],Baels,Mary Liliane,,,,,female,1916-11-28,[P0394],,,,,,,,,,,
[I2766],Baenkler,Hans-Jorg,,,,,male,1939,,,,,,,,,,,,
[I1849],Balliol,Edward,,,,,male,,,,,,,1363,,,,,,
[I1845],Balliol,John,,,,,male,,,,,,,,,,,,,
[I1846],Balliol,John,,,,,male,,,,,,,1313,,,,,,
[I1580],Bariatinsky,Alexander,,,,,male,1905,,,,,,,,,,,,
[I1578],Bariatinsky,Alexander V.,,,,,male,1870,,,,,,1910,,,,,,
[I1579],Bariatinsky,Andrei,,,,,male,1902,,,,,,1931,,,,,,
[I0400],Baring,Edward Charles,,,,,male,1828,,,,,,1897,,,,,,
[I0783],Baring,Henry,,,,,male,,,,,,,1848,,,,,,
[I0397],Baring,Margaret,,,,,female,1868,,,,,,1906,,,,,,
[I0267],Baring,Rosa,,,,,female,,,,,,,,,,,,,
[I0823],Barrantes,Hector,,,,,male,about 1939,,,,,,1990-08-10,[P0321],,,,,
[I2382],Bassett,Elizabeth,,,,,female,,,,,,,1643,,,,,,
[I0918],Bauscher,Berthold,,,,,male,1965,,,,,,,,,,,,
[I0919],Bauscher,Johan,,,,,male,1971,,,,,,,,,,,,
[I0916],Bauscher,Karl,,,,,male,,,,,,,,,,,,,
[I0917],Bauscher,Ulf,,,,,male,1963,,,,,,,,,,,,
[I0948],Bayliss,Julie,,,,,female,,,,,,,,,,,,,
[I0796],Bean,Helen,,,,,female,,,,,,,1852,,,,,,
[I1491],Beaton,Janet,,,,,female,,,,,,,about 1522,,,,,,
[I1339],Beauchamp,Anne,,,,,female,,,,,,,,,,,,,
[I2081],Beauchamp,Eleanor,,,,,female,,,,,,,,,,,,,
[I1336],Beauchamp,Margaret,,,,,female,,,,,,,,,,,,,
[I2082],Beauchamp,Richard,,,,,male,,,,,,,,,,,,,
[I2088],Beaufort,Anne,,,,,female,,,,,,,,,,,,,
[I1335],Beaufort,Edmund,,,,,male,,,,,,,1455,,,,,,
[I2084],Beaufort,Edmund,,,,,male,,,,,,,1471,,,,,,
[I2086],Beaufort,Eleanor,,,,,female,,,,,,,,,,,,,
[I2090],Beaufort,Elizabeth,,,,,female,,,,,,,,,,,,,
[I1333],Beaufort,Henry,,,,,male,1401,,,,,,1418,,,,,,
[I2083],Beaufort,Henry,,,,,male,,,,,,,1463,,,,,,
[I1465],Beaufort,Joan,,,,,female,,,,,,,1445,,,,,,
[I2087],Beaufort,Joan,,,,,female,,,,,,,,,,,,,
[I1334],Beaufort,John,,,,,male,1403,,,,,,1444,,,,,,
[I2085],Beaufort,John,,,,,male,,,,,,,1471,,,,,,
[I2079],Beaufort,Margaret,,,,,female,,,,,,,,,,,,,
[I2089],Beaufort,Margaret,,,,,female,,,,,,,,,,,,,
[I1255],Beaufort,Margaret of_Richmond,,,,,female,,,,,,,1509,,,,,,
[I1437],Beaufort,Thomas,,,,,male,,,,,,,,,,,,,
[I2710],Bee,Victoria,,,,,female,1951,,,,,,,,,,,,
[I2626],Bender,Philip,,,,,male,,,,,,,,,,,,,
[I2308],Bennett,Isabella,,,,,female,,,,,,,1723,,,,,,
[I0798],Bentley,Janet,,,,,female,,,,,,,1848,,,,,,
[I0817],Benyon,Emma,,,,,female,,,,,,,,,,,,,
[I1884],Berengar,Raymond of_Provence,,,,,male,,,,,,,,,,,,,
[I2483],Berenger,Raymond of_Provence,,,,,male,,,,,,,,,,,,,
[I2764],Berg,Maritta,,,,,female,1953,,,,,,,,,,,,
[I2791],Bergstrom,Dick,,,,,male,1936,,,,,,,,,,,,
[I2793],Bergstrom,Michael,,,,,male,1965,,,,,,,,,,,,
[I2792],Bergstrom,Therese,,,,,female,1963,,,,,,,,,,,,
[I1729],Bingham,Charles,,,,,male,1735,,,,,,1799,,,,,,
[I0388],Bingham,George,,,,,male,1830,,,,,,1914,,,,,,
[I0789],Bingham,George Charles,,,,,male,1800,,,,,,1888,,,,,,
[I0782],Bingham,Lavinia,,,,,female,,,,,,,1831,,,,,,
[I1728],Bingham,Richard,,,,,male,1764,,,,,,1839,,,,,,
[I0385],Bingham,Rosalind Cecilia Caroline,,,,,female,1869,,,,,,1958,,,,,,
[I2412],Blount,Christopher,,,,,male,,,,,,,1601,,,,,,
[I0848],Boleyn,Anne,,,,,female,about 1501,[P0337],,,,,1536-05-19,[P0315],,,[P0338],,
[I2338],Boleyn,George Rochford,,,,,male,,,,,,,1536,,,,,,
[I2339],Boleyn,Mary,,,,,female,,,,,,,1544,,,,,,
[I2099],Boleyn,Thomas of_Wiltshire,,,,,male,,,,,,,1536,,,,,,
[I2840],Bonaparte,Roland,,,,,male,,,,,,,,,,,,,
[I2744],Bonde,Johan,,,,,male,1950,,,,,,,,,,,,
[I0885],Bonney,Linda,,,,,female,,,,,,,,,,,,,
[I0379],Boothby,Elizabeth Caroline,,,,,female,1821,,,,,,1897,,,,,,
[I0380],Boothby,James Brownell,,,,,male,,,,,,,1850,,,,,,
[I2812],Borjesson,Gerty,,,,,female,1910,,,,,,,,,,,,
[I0862],Borough,Edward,,,,,male,,,,,,,before 1533-04-00,,,,,,
[I0377],Boude,Sarah,,,,,female,,,,,,,,,,,,,
[I1026],Bourchier,Henry 1st,,,,,male,,,,,,,,,,,,,
[I1602],Bourchier,William,,,,,male,,,,,,,1420,,,,,,
[I0189],Bowes,John Lyon,,,,,male,1769,,,,,,1820,,,,,,
[I0188],Bowes,Mary Eleanor,,,,,female,1749,,,,,,1800,,,,,,
[I0177],Bowes-Lyon,Alexander Francis,,,,,male,1887,,,,,,1911,,,,,,
[I0182],Bowes-Lyon,Claude,,,,,male,1824,,,,,,1904-02-00,,,,,,
[I0145],Bowes-Lyon,Claude George,,,,,male,1855,,,,,,1944,,,,,,
[I0181],Bowes-Lyon,David,,,,,male,1902-05-02,,,,,,1961,[P0124],,,,,
[I0051],Bowes-Lyon,Elizabeth Angela Marguerite,,,,,female,1900-08-04,[P0054],,,,,,,,,,,
[I0178],Bowes-Lyon,Fergus,,,,,male,1889,,,,,,1915,,,,,,
[I0176],Bowes-Lyon,John Herbert,,,,,male,1886,,,,,,1930,,,,,,
[I0174],Bowes-Lyon,Mary Frances,,,,,female,1883,,,,,,1961,,,,,,
[I0180],Bowes-Lyon,Michael Claude,,,,,male,1893,,,,,,1953,,,,,,
[I0175],Bowes-Lyon,Patrick,,,,,male,1884,,,,,,1949,,,,,,
[I0179],Bowes-Lyon,Rose,,,,,female,1890,,,,,,1967,,,,,,
[I0173],Bowes-Lyon,Violet Hyacinth,,,,,female,1882,,,,,,1893,,,,,,
[I1473],Boyd,Thomas,,,,,male,,,,,,,,,,,,,
[I2188],Boyle,Eleanor,,,,,female,,,,,,,,,,,,,
[I2189],Boyle,Michael,,,,,male,,,,,,,,,,,,,
[I2948],Brand,Henry,,,,,male,1941,,,,,,1906,,,,,,
[I2949],Brand,Henry,,,,,male,1814,,,,,,1892,,,,,,
[I2947],Brand,Margaret,,,,,female,1873,,,,,,1948,,,,,,
[I0839],Brandon,Charles,,,,,male,,,,,,,1545,,,,,,
[I1428],Brandon,Eleanor,,,,,female,,,,,,,1547,,,,,,
[I1427],Brandon,Frances,,,,,female,1517,,,,,,1559,,,,,,
[I1426],Brandon,Henry,,,,,male,1516,,,,,,1534,,,,,,
[I1607],Bridgeman,Margaret Alice,,,,,female,,,,,,,,,,,,,
[I2351],Broughton,Catherine,,,,,female,,,,,,,1531,,,,,,
[I1451],Bruce,David_II,,,,,male,1329,,,,,,1371,,,,,,
[I1449],Bruce,Margery,,,,,female,,,,,,,1316,,,,,,
[I1830],Bruce,Robert,,,,,male,,,,,,,1304,,,,,,
[I1832],Bruce,Robert,,,,,male,,,,,,,1295,,,,,,
[I1835],Bruce,Robert of_Annandale,,,,,male,,,,,,,,,,,,,
[I1447],Bruce,Robert_I,,,,,male,1274,,,,,,1329,[P0550],,,,,
[I0790],Brudenell,Anne,,,,,female,,,,,,,1877,,,,,,
[I2157],Bryce,Janet,,,,,female,,,,,,,,,,,,,
[I0777],Bulteel,John Crocker,,,,,male,,,,,,,1843,,,,,,
[I0401],Bulteel,Louisa Emily Charlotte,,,,,female,1839,,,,,,1892,,,,,,
[I0378],Burke_Roche,Edmund,,,,,male,1815,,,,,,1874,,,,,,
[I0368],Burke_Roche,Edmund Maurice,,,,,male,1885,,,,,,1955,,,,,,
[I0093],Burke_Roche,Frances,,,,,female,1936,,,,,,,,,,,,
[I0370],Burke_Roche,James Boothby,,,,,male,1851,,,,,,1920,,,,,,
[I0208],Burnaby,Caroline Louisa,,,,,female,1832,,,,,,1918,,,,,,
[I0362],Burnaby,Edwyn,,,,,male,,,,,,,1867,,,,,,
[I2091],Butler,James of_Wiltshire,,,,,male,,,,,,,,,,,,,
[I0201],Campbell,John,,,,,male,1845,,,,,,1914,,,,,,
[I0464],Campbell-Geddes,Margaret,,,,,female,1913,,,,,,,,,,,,
[I2463],Capet,Hugh,,,,,male,about 938,,,,,,996-08-00,,,,[P0220],,
[I2403],Carey,Catherine,,,,,female,,,,,,,1568,,,,,,
[I2394],Carey,Henry,,,,,male,,,,,,,1596,,,,,,
[I2340],Carey,William,,,,,male,,,,,,,1528,,,,,,
[I0956],Carnegie,Alexandra,,,,,female,1959,,,,,,,,,,,,
[I0957],Carnegie,David Charles,,,,,male,1961,,,,,,,,,,,,
[I0954],Carnegie,James George Alexander,,,,,male,1929,,,,,,,,,,,,
[I0952],Carnegie,Maud,,,,,female,1893,,,,,,1945,,,,,,
[I0185],Carpenter,Mary,,,,,female,,,,,,,,,,,,,
[I2386],Carr,Robert,,,,,male,,,,,,,1645,,,,,,
[I1292],Carteret,Georgiana,,,,,female,,,,,,,1780,,,,,,
[I3009],Cartland,,,,,,female,,,,,,,about 1911,,,,,,
[I2998],Cartland,Anthony (Tony),,,,,male,1912-01-04,,,,,,1940-05-29,,,,[P0632],,
[I0806],Cartland,Barbara,,,,,female,1900-07-00,,,,,,,,,,,,
[I2995],Cartland,Bertram (Bertie),,,,,male,,,,,,,1917-05-27,,,,,,
[I3007],Cartland,James,,,,,male,,,,,,,,,,,,,
[I2997],Cartland,Ronald,,,,,male,1907-01-03,,,,,,1940-05-30,[P0631],,,,,
[I1668],Castenskiold,Jorgen,,,,,male,1893,,,,,,,,,,,,
[I0196],Cator,Elizabeth,,,,,female,1899,,,,,,1959,,,,,,
[I2410],Cave,Margaret,,,,,female,,,,,,,1606,,,,,,
[I1434],Cavendish,Elizabeth,,,,,female,,,,,,,1581,,,,,,
[I2101],Cavendish,William,,,,,male,,,,,,,,,,,,,
[I2383],Cavendish,William of_Newcastle,,,,,male,,,,,,,,,,,,,
[I0146],Cavendish-Bentin,Cecilia Nina,,,,,female,1862,,,,,,1938,,,,,,
[I0207],Cavendish-Bentin,Charles,,,,,male,1817,,,,,,1865,,,,,,
[I0360],Cavendish-Bentin,William Charles Augustus,,,,,male,,,,,,,1826,,,,,,
[I0359],Cavendish-Bentwi,Charles William Frederick,,,,,male,,,,,,,1865,,,,,,
[I2381],Cecil,Elizabeth,,,,,female,,,,,,,,,,,,,
[I2384],Cecil,William of_Berkshire,,,,,male,,,,,,,1668,,,,,,
[I2818],Cedergren,Hugo,,,,,male,1891,,,,,,1971,,,,,,
[I1498],Chaworth,Maud,,,,,female,,,,,,,,,,,,,
[I0197],Clay,Rachel,,,,,female,1907,,,,,,,,,,,,
[I2104],Clifford,Henry of_Cumberland,,,,,male,,,,,,,1569,,,,,,
[I2334],Clifford,Margaret,,,,,female,,,,,,,1596,,,,,,
[I1444],Clifford,Maud,,,,,female,,,,,,,,,,,,,
[I2299],Clifford,Thomas,,,,,male,,,,,,,,,,,,,
[I1900],Cobham,Ralph,,,,,male,,,,,,,,,,,,,
[I2268],Cobham,Reynald,,,,,male,,,,,,,,,,,,,
[I2935],Coke,Julia,,,,,female,1844,,,,,,1931,,,,,,
[I2953],Coke,Thomas of_Leicester,,,,,male,1822,,,,,,1902,,,,,,
[I2954],Coke,Thomas of_Leicester,,,,,male,1754,,,,,,1842,,,,,,
[I2797],Coljach,Esben,,,,,male,1947,,,,,,,,,,,,
[I0316],Colvin,Elizabeth Collingwood,,,,,female,1924,,,,,,,,,,,,
[I1902],Comyn,John,,,,,male,,,,,,,,,,,,,
[I2293],Cornwall,John,,,,,male,,,,,,,,,,,,,
[I2282],Courtenay,Edward,,,,,male,,,,,,,,,,,,,
[I2080],Courtenay,Thomas,,,,,male,,,,,,,,,,,,,
[I1012],Courtenay,William,,,,,male,,,,,,,,,,,,,
[I1715],Crichton,Kathleen,,,,,female,1905,,,,,,,,,,,,
[I0799],Crombie,James,,,,,male,,,,,,,1878,,,,,,
[I0395],Crombie,Jane,,,,,female,1843,,,,,,1917,,,,,,
[I0858],Culpeper,Joyce,,,,,female,,,,,,,,,,,,,
[I0381],Cunningham,Charlotte,,,,,female,,,,,,,1893,,,,,,
[I0383],Curtain,Margaret Honoria,,,,,female,,,,,,,1862,,,,,,
[I0387],Curzon-Howe,Mary Anna,,,,,female,1848,,,,,,1929,,,,,,
[I2336],Dacre,Anne,,,,,female,,,,,,,1581,,,,,,
[I2368],Dacre,Anne,,,,,female,,,,,,,,,,,,,
[I2388],Dacre,Elizabeth,,,,,female,,,,,,,,,,,,,
[I2373],Dacre,Mary,,,,,female,,,,,,,1576,,,,,,
[I2097],Darell,Richard,,,,,male,,,,,,,,,,,,,
[I2731],Davies,Lilian May of_Sweden,,,,,female,1915-08-30,,,,,,,,,,,,
[I0194],Dawson-Damer,Christian Norah,,,,,female,1890,,,,,,1959,,,,,,
[I1343],De_Bohun,Eleanor,,,,,female,,,,,,,1399-10-03,[P0485],,,,,
[I1332],De_Bohun,Humphrey,,,,,male,,,,,,,,,,,,,
[I2069],De_Bohun,Humphrey of_Hereford,,,,,male,,,,,,,,,,,,,
[I1222],De_Bohun,Mary,,,,,female,,,,,,,1394-07-04,[P0420],,,,,
[I1919],De_Braose,William,,,,,male,,,,,,,,,,,,,
[I1920],De_Braose,William,,,,,male,,,,,,,,,,,,,
[I2276],De_La_Pole,John,,,,,male,,,,,,,,,,,,,
[I0408],Denison,Irene,,,,,female,1890,,,,,,1956-07-16,,,,[P0195],,
[I2929],Deptford,Susan,,,,,female,,,,,,,,,,,,,
[I2972],Derners,Josiane,,,,,female,,[P0630],,,,,,,,,,,
[I2295],Despencer,Thomas of_Gloucester,,,,,male,,,,,,,,,,,,,
[I2102],Devereux,Frances,,,,,female,,,,,,,1674,,,,,,
[I2103],Devereux,Robert,,,,,male,,,,,,,,,,,,,
[I2385],Devereux,Robert,,,,,male,,,,,,,1646,,,,,,
[I2411],Devereux,Walter,,,,,male,,,,,,,1576,,,,,,
[I0955],Dewar,Caroline,,,,,female,,,,,,,,,,,,,
[I2703],Dorrit,Helen,,,,,female,1926,,,,,,,,,,,,
[I0836],Douglas,Archibald,,,,,male,,,,,,,about 1557,,,,,,
[I1431],Douglas,Margaret,,,,,female,1515,,,,,,1578,,,,,,
[I1493],Douglas,Margaret,,,,,female,,,,,,,,,,,,,
[I0296],Dowding,Angela,,,,,female,1919,,,,,,,,,,,,
[I2678],Dreyer,Nadezhda,,,,,female,1861,,,,,,1929,,,,,,
[I1136],Druker,Paul,,,,,male,,,,,,,,,,,,,
[I1825],Drummond,John,,,,,male,,,,,,,,,,,,,
[I1841],Drummond,Malcolm,,,,,male,,,,,,,,,,,,,
[I1453],Drummond,Margaret,,,,,female,,,,,,,1375,,,,,,
[I2313],Dudley,Ambrose,,,,,male,,,,,,,1590,,,,,,
[I2318],Dudley,Catherine,,,,,female,,,,,,,,,,,,,
[I0869],Dudley,Guildford,,,,,male,,,,,,,1554-02-12,[P0349],,,,,
[I2314],Dudley,Henry,,,,,male,,,,,,,,,,,,,
[I2316],Dudley,Jane,,,,,female,,,,,,,,,,,,,
[I2312],Dudley,John,,,,,male,,,,,,,1554,,,,,,
[I2324],Dudley,John,,,,,male,,,,,,,,,,,,,
[I2310],Dudley,John Northumberland,,,,,male,,,,,,,1553,,,,,,
[I2317],Dudley,Mary,,,,,female,,,,,,,1586,,,,,,
[I2315],Dudley,Robert of_Leicester,,,,,male,,,,,,,1588,,,,,,
[I0105],Duff,Alexander,,,,,male,1849,,,,,,1912,,,,,,
[I0945],Duhrrson,Fredericka Ann,,,,,female,,,,,,,,,,,,,
[I2380],Dunbar,Elizabeth,,,,,female,,,,,,,,,,,,,
[I1032],Dutry,Mireille,,,,,female,1946,,,,,,,,,,,,
[I0191],Elphinstone,,,,,,male,1869,,,,,,1955,,,,,,
[I1406],Emery,Audrey,,,,,female,1904,,,,,,,,,,,,
[I2928],Emery,John,,,,,male,,,,,,,,,,,,,
[I0263],Fairbrother,Sarah (Louisa),,,,,female,1815/1816,,,,,,1890,,,,,,
[I2425],Farnese,Isabella Elizabeth,,,,,female,1692,,,,,,1766,,,,,,
[I0808],Fellowes,Laura Jane,,,,,female,1980-07-00,,,,,,,,,,,,
[I0807],Fellowes,Robert,,,,,male,1941,,,,,,,,,,,,
[I0810],Fellowes,William,,,,,male,,,,,,,,,,,,,
[I1556],Fergant,Alan_IV of_Brittany,,,,,male,,,,,,,,,,,,,
[I0814],Ferguson,Algernon Francis,,,,,male,1867,,,,,,1943,,,,,,
[I2931],Ferguson,Alice,,,,,female,1980,,,,,,,,,,,,
[I0811],Ferguson,Andrew,,,,,male,1899,,,,,,1966,,,,,,
[I2930],Ferguson,Andrew,,,,,male,1978,,,,,,,,,,,,
[I2932],Ferguson,Elizabeth (Eliza),,,,,female,1985,,,,,,,,,,,,
[I0819],Ferguson,James,,,,,male,,,,,,,1789,,,,,,
[I0822],Ferguson,Jane Louisa,,,,,female,1957-08-26,[P0320],,,,,,,,,,,
[I0818],Ferguson,John,,,,,male,,,,,,,,,,,,,
[I0815],Ferguson,John,,,,,male,,,,,,,,,,,,,
[I0813],Ferguson,John Andrew,,,,,male,,,,,,,,,,,,,
[I0169],Ferguson,Ronald Ivor,,,,,male,1931,,,,,,,,,,,,
[I0168],Ferguson,Sarah Margaret,,,,,female,1959-10-15,[P0123],,,,,,,,,,,
[I0816],Ferguson,Thomas,,,,,male,,,,,,,,,,,,,
[I0963],Ferner,Alexander,,,,,male,1965,,,,,,,,,,,,
[I0962],Ferner,Benedickte,,,,,male,1963,,,,,,,,,,,,
[I0965],Ferner,Carl Christian,,,,,male,1972,,,,,,,,,,,,
[I0961],Ferner,Cathrine,,,,,female,1962,,,,,,,,,,,,
[I0964],Ferner,Elisabeth,,,,,female,1969,,,,,,,,,,,,
[I0960],Ferner,Johan Martin,,,,,male,1927,,,,,,,,,,,,
[I2076],Ferrers,Robert,,,,,male,,,,,,,,,,,,,
[I2395],Fillol,Catherine,,,,,female,,,,,,,,,,,,,
